"trans_id","lang","translation"
"松原（田原坂）","ja","松原（田原坂）"
"松原（田原坂）","ja-Hrkt","マツバラ(タバルザカ)"
"松原（黒川）","en","Matsubara"
"松原（黒川）","ja","松原（黒川）"
"松原（黒川）","ja-Hrkt","マツバラ"
"松合","en","Matsuai"
"松合","ja","松合"
"松合","ja-Hrkt","マツアイ"
"松寿園前","en","Shojuen Mae"
"松寿園前","ja","松寿園前"
"松寿園前","ja-Hrkt","ショウジュエンマエ"
"松尾","en","Matsuo"
"松尾","ja","松尾"
"松尾","ja-Hrkt","マツオ"
"松山（大川線）","en","Matsuyama"
"松山（大川線）","ja","松山（大川線）"
"松山（大川線）","ja-Hrkt","マツヤマ"
"松山（旧道）","en","Matsuyama(Kyudo)"
"松山（旧道）","ja","松山（旧道）"
"松山（旧道）","ja-Hrkt","マツヤマ(キュウドウ)"
"松山（牛深）","en","Matsuyama"
"松山（牛深）","ja","松山（牛深）"
"松山（牛深）","ja-Hrkt","マツヤマ"
"松山（薩摩街道）","en","Matsuyama"
"松山（薩摩街道）","ja","松山（薩摩街道）"
"松山（薩摩街道）","ja-Hrkt","マツヤマ"
"松島","en","Matsushima"
"松島","ja","松島"
"松島","ja-Hrkt","マツシマ"
"松島庁舎","en","Matsushimachosha"
"松島庁舎","ja","松島庁舎"
"松島庁舎","ja-Hrkt","マツシマチョウシャ"
"松島郵便局前","en","Matsushima Yubinkyoku Mae(Matsushima Post Office)"
"松島郵便局前","ja","松島郵便局前"
"松島郵便局前","ja-Hrkt","マツシマユウビンキョクマエ"
"松島駐車場","en","Matsushima Chushajo"
"松島駐車場","ja","松島駐車場"
"松島駐車場","ja-Hrkt","マツシマチュウシャジョウ"
"松崎（中田）","en","Matsuzaki(Nakada)"
"松崎（中田）","ja","松崎（中田）"
"松崎（中田）","ja-Hrkt","マツザキ(ナカダ)"
"松崎（八代）","en","Matsuzaki"
"松崎（八代）","ja","松崎（八代）"
"松崎（八代）","ja-Hrkt","マツザキ"
"松崎（松橋）","en","Matsuzaki"
"松崎（松橋）","ja","松崎（松橋）"
"松崎（松橋）","ja-Hrkt","マツザキ"
"松崎（熊本）","en","Matsuzaki"
"松崎（熊本）","ja","松崎（熊本）"
"松崎（熊本）","ja-Hrkt","マツザキ"
"松本（玉名）","en","Matsumoto"
"松本（玉名）","ja","松本（玉名）"
"松本（玉名）","ja-Hrkt","マツモト"
"松本（球磨）","en","Matsumoto"
"松本（球磨）","ja","松本（球磨）"
"松本（球磨）","ja-Hrkt","マツモト"
"松橋インターチェンジ入口","en","Matsubase I.C. Iriguchi"
"松橋インターチェンジ入口","ja","松橋インターチェンジ入口"
"松橋インターチェンジ入口","ja-Hrkt","マツバセインターチェンジイリグチ"
"松橋インターチェンジ（高速）","en","Matsubase I.C."
"松橋インターチェンジ（高速）","ja","松橋インターチェンジ（高速）"
"松橋インターチェンジ（高速）","ja-Hrkt","マツバセインターチェンジ"
"松橋中学校入口","en","Matsubase Chugakko Iriguchi"
"松橋中学校入口","ja","松橋中学校入口"
"松橋中学校入口","ja-Hrkt","マツバセチュウガッコウイリグチ"
"松橋営業所車庫２","en","Matsubaseeigyosho2"
"松橋営業所車庫２","ja","松橋営業所車庫２"
"松橋営業所車庫２","ja-Hrkt","マツバセエイギョウショ2"
"松橋支援学校","en","Matsubase Shiengakko"
"松橋支援学校","ja","松橋支援学校"
"松橋支援学校","ja-Hrkt","マツバセシエンガッコウ"
"松橋栄町","en","Matsubase Sakaemachi"
"松橋栄町","ja","松橋栄町"
"松橋栄町","ja-Hrkt","マツバセサカエマチ"
"松橋産交","en","Matsubase Sanko"
"松橋産交","ja","松橋産交"
"松橋産交","ja-Hrkt","マツバセサンコウ"
"松橋西支援学校入口","en","Matsubase Nishi Shiengakko Iriguchi"
"松橋西支援学校入口","ja","松橋西支援学校入口"
"松橋西支援学校入口","ja-Hrkt","マツバセニシシエンガッコウイリグチ"
"松橋駅","en","Matsubase Sta."
"松橋駅","ja","松橋駅"
"松橋駅","ja-Hrkt","マツバセエキ"
"松橋駅通り","en","Matsubase Sta. Dori"
"松橋駅通り","ja","松橋駅通り"
"松橋駅通り","ja-Hrkt","マツバセエキドオリ"
"松橋高校前","en","Matsubase Koko Mae"
"松橋高校前","ja","松橋高校前"
"松橋高校前","ja-Hrkt","マツバセコウコウマエ"
"松江町","en","Matsuemachi"
"松江町","ja","松江町"
"松江町","ja-Hrkt","マツエマチ"
"松江通り","en","Matsue Dori"
"松江通り","ja","松江通り"
"松江通り","ja-Hrkt","マツエドオリ"
"松田農場前","en","Matsuda Nojo Mae"
"松田農場前","ja","松田農場前"
"松田農場前","ja-Hrkt","マツダノウジョウマエ"
"松錦館前","en","Shokinkan Mae"
"松錦館前","ja","松錦館前"
"松錦館前","ja-Hrkt","ショウキンカンマエ"
"板の河内上","en","Itanokawachikami"
"板の河内上","ja","板の河内上"
"板の河内上","ja-Hrkt","イタノカワチカミ"
"板の河内十五社宮","en","Itanokawachikamijuugoshamiya"
"板の河内十五社宮","ja","板の河内十五社宮"
"板の河内十五社宮","ja-Hrkt","イタノカワチジュウゴシャミヤ"
"板井","en","Itai"
"板井","ja","板井"
"板井","ja-Hrkt","イタイ"
"林","en","Hayashi"
"林","ja","林"
"林","ja-Hrkt","ハヤシ"
"林原（七城線）","en","Hayashibaru"
"林原（七城線）","ja","林原（七城線）"
"林原（七城線）","ja-Hrkt","ハヤシバル"
"林原（山鹿高江線）","en","Hayashibaru"
"林原（山鹿高江線）","ja","林原（山鹿高江線）"
"林原（山鹿高江線）","ja-Hrkt","ハヤシバル"
"林業総合センター前","en","Ringyo Sogo Center Mae"
"林業総合センター前","ja","林業総合センター前"
"林業総合センター前","ja-Hrkt","リンギョウソウゴウセンターマエ"
"枦宇土","en","Hajiuto"
"枦宇土","ja","枦宇土"
"枦宇土","ja-Hrkt","ハジウト"
"柏田住宅前","en","Kashiwada Jutaku Mae"
"柏田住宅前","ja","柏田住宅前"
"柏田住宅前","ja-Hrkt","カシワダジュウタクマエ"
"染田","en","Someda"
"染田","ja","染田"
"染田","ja-Hrkt","ソメダ"
"柳","en","Yanagi"
"柳","ja","柳"
"柳","ja-Hrkt","ヤナギ"
"柳ヶ丘団地入口","en","Yanagigaoka Danchi Iriguchi"
"柳ヶ丘団地入口","ja","柳ヶ丘団地入口"
"柳ヶ丘団地入口","ja-Hrkt","ヤナギガオカダンチイリグチ"
"柳原","en","Yanagihara"
"柳原","ja","柳原"
"柳原","ja-Hrkt","ヤナギハラ"
"柳瀬","en","Yanase"
"柳瀬","ja","柳瀬"
"柳瀬","ja-Hrkt","ヤナセ"
"柳瀬公民館前","en","Yanase Kominkan Mae"
"柳瀬公民館前","ja","柳瀬公民館前"
"柳瀬公民館前","ja-Hrkt","ヤナセコウミンカンマエ"
"柳田","en","Yanada"
"柳田","ja","柳田"
"柳田","ja-Hrkt","ヤナダ"
"柳谷","en","Yanagidani"
"柳谷","ja","柳谷"
"柳谷","ja-Hrkt","ヤナギダニ"
"柳郵便局前","en","Yanagi Yubinkyoku Mae(Yanagi Post Office)"
"柳郵便局前","ja","柳郵便局前"
"柳郵便局前","ja-Hrkt","ヤナギユウビンキョクマエ"
"柿原入口","en","Kakibaru Iriguchi"
"柿原入口","ja","柿原入口"
"柿原入口","ja-Hrkt","カキバルイリグチ"
"柿原公民館前","en","Kakibaru Kominkan Mae"
"柿原公民館前","ja","柿原公民館前"
"柿原公民館前","ja-Hrkt","カキバルコウミンカンマエ"
"柿添","en","Kakizoe"
"柿添","ja","柿添"
"柿添","ja-Hrkt","カキゾエ"
"柿迫","en","Kakizako"
"柿迫","ja","柿迫"
"柿迫","ja-Hrkt","カキザコ"
"柿野","en","Kakino"
"柿野","ja","柿野"
"柿野","ja-Hrkt","カキノ"
"栃木入口","en","Tochinoki Iriguchi"
"栃木入口","ja","栃木入口"
"栃木入口","ja-Hrkt","トチノキイリグチ"
"栄温泉団地","en","Sakae Oncen Danchi"
"栄温泉団地","ja","栄温泉団地"
"栄温泉団地","ja-Hrkt","サカエオンセンイリグチ"
"栄町公園前","en","Sakaemachi Koenmae"
"栄町公園前","ja","栄町公園前"
"栄町公園前","ja-Hrkt","サカエマチコウエンマエ"
"栄町（天草）","en","Sakaemachi"
"栄町（天草）","ja","栄町（天草）"
"栄町（天草）","ja-Hrkt","サカエマチ"
"栄町（宇土）","en","Sakaemachi"
"栄町（宇土）","ja","栄町（宇土）"
"栄町（宇土）","ja-Hrkt","サカエマチ"
"栄町（宇城）","en","Sakaemachi"
"栄町（宇城）","ja","栄町（宇城）"
"栄町（宇城）","ja-Hrkt","サカエマチ"
"栄町（菊池）","en","Sakaemachi"
"栄町（菊池）","ja","栄町（菊池）"
"栄町（菊池）","ja-Hrkt","サカエマチ"
"栄通り","en","Sakae Dori"
"栄通り","ja","栄通り"
"栄通り","ja-Hrkt","サカエドオリ"
"栖本中学校前","en","Sumoto Chugakko Mae"
"栖本中学校前","ja","栖本中学校前"
"栖本中学校前","ja-Hrkt","スモトチュウガッコウマエ"
"栖本地区コミュニティセンター前","en","Sumotochiku Community Center Mae"
"栖本地区コミュニティセンター前","ja","栖本地区コミュニティセンター前"
"栖本地区コミュニティセンター前","ja-Hrkt","スモトチクコミュニティセンターマエ"
"栖本支所前","en","Sumoto Shisho Mae"
"栖本支所前","ja","栖本支所前"
"栖本支所前","ja-Hrkt","スモトシショマエ"
"栖本病院前","en","Sumoto Byoin Mae(Sumoto Hospital)"
"栖本病院前","ja","栖本病院前"
"栖本病院前","ja-Hrkt","スモトビョウインマエ"
"栖本馬場","en","Sumotobaba"
"栖本馬場","ja","栖本馬場"
"栖本馬場","ja-Hrkt","スモトババ"
"栗山","en","Kuriyama"
"栗山","ja","栗山"
"栗山","ja-Hrkt","クリヤマ"
"栗崎団地前","en","Kurisakidanchimae"
"栗崎団地前","ja","栗崎団地前"
"栗崎団地前","ja-Hrkt","クリサキダンチマエ"
"栗林住宅下","en","Kuribayashi Jutaku Shita"
"栗林住宅下","ja","栗林住宅下"
"栗林住宅下","ja-Hrkt","クリバヤシジュウタクシタ"
"桂原","en","Kazuwara"
"桂原","ja","桂原"
"桂原","ja-Hrkt","カズワラ"
"桃田運動公園前","en","Momoda Undo Koen Mae(Momoda Undo Park)"
"桃田運動公園前","ja","桃田運動公園前"
"桃田運動公園前","ja-Hrkt","モモダウンドウコウエンマエ"
"桑の浦","en","Kuwanora"
"桑の浦","ja","桑の浦"
"桑の浦","ja-Hrkt","クワノウラ"
"桑鶴","en","Kuwazuru"
"桑鶴","ja","桑鶴"
"桑鶴","ja-Hrkt","クワヅル"
"桜の馬場・城彩苑","en","Sakuranobaba/Jousaien"
"桜の馬場・城彩苑","ja","桜の馬場・城彩苑"
"桜の馬場・城彩苑","ja-Hrkt","サクラノババ・ジョウサイエン"
"桜ヶ丘","en","Sakuragaoka"
"桜ヶ丘","ja","桜ヶ丘"
"桜ヶ丘","ja-Hrkt","サクラガオカ"
"桜ヶ丘住宅前","en","Sakuragaoka Jutaku Mae"
"桜ヶ丘住宅前","ja","桜ヶ丘住宅前"
"桜ヶ丘住宅前","ja-Hrkt","サクラガオカジュウタクマエ"
"桜井小学校前","en","Sakurai Shogakko Mae"
"桜井小学校前","ja","桜井小学校前"
"桜井小学校前","ja-Hrkt","サクライショウガッコウマエ"
"桜井町","en","Sakuraicho"
"桜井町","ja","桜井町"
"桜井町","ja-Hrkt","サクライチョウ"
"桜井町一丁目","en","Sakuraicho 1 Chome"
"桜井町一丁目","ja","桜井町一丁目"
"桜井町一丁目","ja-Hrkt","サクライチョウイッチョウメ"
"桜十字病院前","en","Sakurajuji Byoin Mae(Sakurajuji Hospital)"
"桜十字病院前","ja","桜十字病院前"
"桜十字病院前","ja-Hrkt","サクラジュウジビョウインマエ"
"桜山団地上","en","Sakurayama Danchi Kami"
"桜山団地上","ja","桜山団地上"
"桜山団地上","ja-Hrkt","サクラヤマダンチカミ"
"桜山町一丁目","en","Sakurayamamachi 1 Chome"
"桜山町一丁目","ja","桜山町一丁目"
"桜山町一丁目","ja-Hrkt","サクラヤママチイッチョウメ"
"桜山町二丁目","en","Sakurayamamachi 2 Chome"
"桜山町二丁目","ja","桜山町二丁目"
"桜山町二丁目","ja-Hrkt","サクラヤママチニチョウメ"
"桜山町四丁目","en","Sakurayamamachi 4 Chome"
"桜山町四丁目","ja","桜山町四丁目"
"桜山町四丁目","ja-Hrkt","サクラヤママチヨンチョウメ"
"桜山（国道）","en","Sakurayama"
"桜山（国道）","ja","桜山（国道）"
"桜山（国道）","ja-Hrkt","サクラヤマ"
"桜山（旧道）","en","Sakurayama"
"桜山（旧道）","ja","桜山（旧道）"
"桜山（旧道）","ja-Hrkt","サクラヤマ"
"桜戸","en","Sakurado"
"桜戸","ja","桜戸"
"桜戸","ja-Hrkt","サクラド"
"桜木三丁目","en","Sakuragi 3 Chome"
"桜木三丁目","ja","桜木三丁目"
"桜木三丁目","ja-Hrkt","サクラギサンチョウメ"
"桜木小学校入口","en","Sakuragi Shogakko Iriguchi"
"桜木小学校入口","ja","桜木小学校入口"
"桜木小学校入口","ja-Hrkt","サクラギショウガッコウイリグチ"
"桜木小学校東","en","Sakuragi Shogakko Higashi"
"桜木小学校東","ja","桜木小学校東"
"桜木小学校東","ja-Hrkt","サクラギショウガッコウヒガシ"
"桜木小学校西","en","Sakuragi Shogakko Nishi"
"桜木小学校西","ja","桜木小学校西"
"桜木小学校西","ja-Hrkt","サクラギショウガッコウニシ"
"桜木東小学校前","en","Sakuragihigashi Shogakko Mae"
"桜木東小学校前","ja","桜木東小学校前"
"桜木東小学校前","ja-Hrkt","サクラギヒガシショウガッコウマエ"
"桜町","en","Sakuramachi"
"桜町","ja","桜町"
"桜町","ja-Hrkt","サクラマチ"
"桜町バスターミナル","en","Sakuramachi Bus Terminal"
"桜町バスターミナル","ja","桜町バスターミナル"
"桜町バスターミナル","ja-Hrkt","サクラマチバスターミナル"
"桜野下","en","Sakurano Shimo"
"桜野下","ja","桜野下"
"桜野下","ja-Hrkt","サクラノシモ"
"桜野宮前","en","Sakuranomiya Mae"
"桜野宮前","ja","桜野宮前"
"桜野宮前","ja-Hrkt","サクラノミヤマエ"
"桜野集会所前","en","Sakurano Shukaisho Mae"
"桜野集会所前","ja","桜野集会所前"
"桜野集会所前","ja-Hrkt","サクラノシュウカイショマエ"
"梅の木","en","Umenoki"
"梅の木","ja","梅の木"
"梅の木","ja-Hrkt","ウメノキ"
"梅の木（高根）","en","Umenoki(Kone)"
"梅の木（高根）","ja","梅の木（高根）"
"梅の木（高根）","ja-Hrkt","ウメノキ(コウネ)"
"梅戸一丁目入口","en","T.B.D."
"梅戸一丁目入口","ja","梅戸一丁目入口"
"梅戸一丁目入口","ja-Hrkt","ウメドイッチョウメイリグチ"
"梅戸入口","en","T.B.D."
"梅戸入口","ja","梅戸入口"
"梅戸入口","ja-Hrkt","ウメドイリクチ"
"梅戸公園前","en","T.B.D."
"梅戸公園前","ja","梅戸公園前"
"梅戸公園前","ja-Hrkt","ウメドコウエンマエ"
"梅戸港","en","T.B.D."
"梅戸港","ja","梅戸港"
"梅戸港","ja-Hrkt","ウメドコウ"
"梅木谷","en","Umenokidani"
"梅木谷","ja","梅木谷"
"梅木谷","ja-Hrkt","ウメノキダニ"
"梅洞","en","Umedo"
"梅洞","ja","梅洞"
"梅洞","ja-Hrkt","ウメドウ"
"梅津","en","Umezu"
"梅津","ja","梅津"
"梅津","ja-Hrkt","ウメヅ"
"梅田","en","Umeda"
"梅田","ja","梅田"
"梅田","ja-Hrkt","ウメダ"
"梅香苑前","en","Baikoen Mae"
"梅香苑前","ja","梅香苑前"
"梅香苑前","ja-Hrkt","バイコウエンマエ"
"梢山","en","Kozueyama"
"梢山","ja","梢山"
"梢山","ja-Hrkt","コズエヤマ"
"梶尾温泉","en","Kajio Onsen"
"梶尾温泉","ja","梶尾温泉"
"梶尾温泉","ja-Hrkt","カジオオンセン"
"梶尾（北部中線）","en","Kajio"
"梶尾（北部中線）","ja","梶尾（北部中線）"
"梶尾（北部中線）","ja-Hrkt","カジオ"
"梶尾（立石線）","en","Kajio"
"梶尾（立石線）","ja","梶尾（立石線）"
"梶尾（立石線）","ja-Hrkt","カジオ"
"梶屋橋","en","Kajiya Bashi"
"梶屋橋","ja","梶屋橋"
"梶屋橋","ja-Hrkt","カジヤバシ"
"梶木岳入口","en","Kajikidake Iriguchi"
"梶木岳入口","ja","梶木岳入口"
"梶木岳入口","ja-Hrkt","カジキダケイリグチ"
"梶迫","en","Kajisako"
"梶迫","ja","梶迫"
"梶迫","ja-Hrkt","カジサコ"
"棒の鶴","en","Bonotsuru"
"棒の鶴","ja","棒の鶴"
"棒の鶴","ja-Hrkt","ボウノツル"
"棚底","en","Tanasoko"
"棚底","ja","棚底"
"棚底","ja-Hrkt","タナソコ"
"棚底中央","en","Tanasoko Chuo"
"棚底中央","ja","棚底中央"
"棚底中央","ja-Hrkt","タナソコチュウオウ"
"森","en","Mori"
"森","ja","森"
"森","ja-Hrkt","モリ"
"森の木口","en","Morinokiguchi"
"森の木口","ja","森の木口"
"森の木口","ja-Hrkt","モリノキグチ"
"森北","en","Morikita"
"森北","ja","森北"
"森北","ja-Hrkt","モリキタ"
"森都心プラザ前","en","Shintoshin Plaza"
"森都心プラザ前","ja","森都心プラザ前"
"森都心プラザ前","ja-Hrkt","シントシンプラザマエ"
"植木インターチェンジ","en","Ueki I.C."
"植木インターチェンジ","ja","植木インターチェンジ"
"植木インターチェンジ","ja-Hrkt","ウエキインターチェンジ"
"植木一丁目","en","Ueki 1 Chome"
"植木一丁目","ja","植木一丁目"
"植木一丁目","ja-Hrkt","ウエキイッチョウメ"
"植木三丁目","en","Ueki 3 Chome"
"植木三丁目","ja","植木三丁目"
"植木三丁目","ja-Hrkt","ウエキサンチョウメ"
"植木五丁目","en","Ueki 5 Chome"
"植木五丁目","ja","植木五丁目"
"植木五丁目","ja-Hrkt","ウエキゴチョウメ"
"植木五両（国道）","en","Uekigoryou"
